place,town,0   
place,city,0       
place,village,0
place,suburb,1
place,quarter,1
place,locality,1
place,hamlet,1
highway,primary,2
highway,secondary,2
highway,tertiary,2
highway,residential,2
highway,unclassified,3
highway,path,3
highway,track,3
highway,bus_stop,4
amenity,bicycle_parking,5
natural,water,5
amenity,cafe,6
shop,bakery,6
building,yes,6

