place,city,0    
place,town,1
place,suburb,2
railway,station,2
place,quarter,2
place,village,3
place,hamlet,3
place,locality,4
highway,primary,11
highway,secondary,11
highway,tertiary,11
highway,residential,12
highway,unclassified,13
highway,path,13
highway,track,13
highway,bus_stop,14
amenity,bicycle_parking,15
natural,water,15
amenity,cafe,16
shop,bakery,16
building,yes,16
